dept_no,dept_name,emp_no,first_name,last_name,to_date
d007,Sales,401916,Chinhyun,Itzigehl,9999-01-01
d007,Sales,402011,Bodo,Hatcliff,9999-01-01
d007,Sales,401929,Yolla,Ramras,9999-01-01
d007,Sales,401955,Marie,Peak,9999-01-01
d007,Sales,402056,Bezalel,Larfeldt,9999-01-01
d007,Sales,402201,Youssef,Grabner,9999-01-01
d007,Sales,402073,Moss,Camurati,9999-01-01
d007,Sales,402430,Atreye,Ernst,9999-01-01
d007,Sales,402331,Hidefumi,Bhattacharjee,9999-01-01
d007,Sales,402349,Harngdar,Lipner,9999-01-01
d007,Sales,402780,Isamu,Perko,9999-01-01
d007,Sales,402386,Saniya,Soicher,9999-01-01
d007,Sales,402406,Mats,Larfeldt,9999-01-01
d007,Sales,402585,Adamantios,Swick,9999-01-01
d007,Sales,402900,LiMin,Choobineh,9999-01-01
d007,Sales,402652,Zhigen,Toyoshima,9999-01-01
d007,Sales,402920,Peternela,Bernardinello,9999-01-01
d007,Sales,402942,Adamantios,Ligten,9999-01-01
d007,Sales,403038,Mitsuyuki,Facello,9999-01-01
d007,Sales,403424,Genta,Demeyer,9999-01-01
d007,Sales,403052,Tsz,Boyle,9999-01-01
d007,Sales,403052,Tsz,Boyle,9999-01-01
d007,Sales,403270,Waiman,Cooman,9999-01-01
d007,Sales,403296,Seongbae,Backhouse,9999-01-01
d007,Sales,403469,Moon,Poehlman,9999-01-01
d007,Sales,403477,Herbert,Rajaraman,9999-01-01
d007,Sales,403488,Chinya,Crelier,9999-01-01
d007,Sales,403501,Hatsukazu,Fujisaki,9999-01-01
d007,Sales,403552,Gaetan,Selvestrel,9999-01-01
d007,Sales,403700,Cedric,Picco,9999-01-01
d007,Sales,403979,Xinglin,Morrin,9999-01-01
d007,Sales,403836,Heng,Syrotiuk,9999-01-01
d007,Sales,404009,Irena,Codenie,9999-01-01
d007,Sales,403860,Pragnesh,Senzako,9999-01-01
d007,Sales,403867,Valeri,Chartres,9999-01-01
d007,Sales,404014,Djelloul,Improta,9999-01-01
d007,Sales,404029,Yinlin,Zizka,9999-01-01
d007,Sales,404055,Weiru,Belinskaya,9999-01-01
d007,Sales,403959,Aleksander,Androutsos,9999-01-01
d007,Sales,404302,Miomir,Baar,9999-01-01
d007,Sales,404123,Arfst,Encarnacion,9999-01-01
d007,Sales,404767,Laurentiu,Lieblein,9999-01-01
d007,Sales,404171,Richara,Berstel,9999-01-01
d007,Sales,404209,Shakhar,Buescher,9999-01-01
d007,Sales,404233,Baziley,Nivat,9999-01-01
d007,Sales,404234,Khoa,Nastansky,9999-01-01
d007,Sales,404980,Nitsan,Muchinsky,9999-01-01
d007,Sales,404859,Koldo,Gelosh,9999-01-01
d007,Sales,404875,Khatoun,Meszaros,9999-01-01
d007,Sales,404878,Syozo,Schaaf,9999-01-01
d007,Sales,404996,Gay,Baig,9999-01-01
d007,Sales,405023,Radhia,Leivant,9999-01-01
d007,Sales,405264,Moto,Schahn,9999-01-01
d007,Sales,405107,Claudi,Deville,9999-01-01
d007,Sales,405123,Zeljko,Walstra,9999-01-01
d007,Sales,405123,Zeljko,Walstra,9999-01-01
d007,Sales,405288,Atreyi,Eldridge,9999-01-01
d007,Sales,405175,Ulises,Smeets,9999-01-01
d007,Sales,405294,Shigenori,Basawa,9999-01-01
d007,Sales,405301,Mayuri,Kulisch,9999-01-01
d007,Sales,405199,Gou,Antonisse,9999-01-01
d007,Sales,405382,Kamakshi,Mansanne,9999-01-01
d007,Sales,405583,Gretta,Reeker,9999-01-01
d007,Sales,405599,Margo,Godskesen,9999-01-01
d007,Sales,405453,Surveyors,Peres,9999-01-01
d007,Sales,405630,Takahiro,Vidya,9999-01-01
d007,Sales,405667,Makato,McDermid,9999-01-01
d007,Sales,405833,Sudhanshu,Kampfer,9999-01-01
d007,Sales,405705,Mitchel,Gruenwald,9999-01-01
d007,Sales,405888,Leucio,Alpay,9999-01-01
d007,Sales,405714,Geoffry,Hofting,9999-01-01
d007,Sales,405736,Zhigen,Birdsall,9999-01-01
d007,Sales,405746,Heon,Mondadori,9999-01-01
d007,Sales,405765,Ult,Schach,9999-01-01
d007,Sales,405888,Leucio,Alpay,9999-01-01
d007,Sales,405931,Werner,Hebert,9999-01-01
d007,Sales,406206,Garnet,Heemskerk,9999-01-01
d007,Sales,406216,Qiwen,Ciolek,9999-01-01
d007,Sales,406088,Uzi,Henders,9999-01-01
d007,Sales,406095,Sushant,Marchesini,9999-01-01
d007,Sales,406422,Udo,Rikino,9999-01-01
d007,Sales,406440,Moty,Parveen,9999-01-01
d007,Sales,406516,Juyoung,Lamba,9999-01-01
d007,Sales,406269,Bangqing,Zastre,9999-01-01
d007,Sales,406289,Aral,Kuzuoka,9999-01-01
d007,Sales,406293,Rosita,Gurbaxani,9999-01-01
d007,Sales,406304,Kauko,Francisci,9999-01-01
d007,Sales,406587,Xuejia,Anick,9999-01-01
d007,Sales,406376,Weiru,Schaaf,9999-01-01
d007,Sales,406884,Xiping,Peltason,9999-01-01
d007,Sales,406752,Masaru,Antonakopoulos,9999-01-01
d007,Sales,406973,Adly,Weedon,9999-01-01
d007,Sales,406980,Jacopo,Panangaden,9999-01-01
d007,Sales,407125,Gila,Taneja,9999-01-01
d007,Sales,407137,Elliott,Morrey,9999-01-01
d007,Sales,407382,Moon,Sadowsky,9999-01-01
d007,Sales,407398,Uwe,Azuma,9999-01-01
d007,Sales,407562,Bodh,Budinsky,9999-01-01
d007,Sales,407368,Morris,Garnick,9999-01-01
d007,Sales,407594,Carrsten,Cannard,9999-01-01
d007,Sales,407636,Fumino,Dulay,9999-01-01
d007,Sales,407649,Uriel,Waeselynck,9999-01-01
d007,Sales,407803,Khatoun,Chaudhury,9999-01-01
d007,Sales,407886,Shmuel,Riexinger,9999-01-01
d007,Sales,408167,Greger,Demizu,9999-01-01
d007,Sales,407730,Marlo,Vilarrasa,9999-01-01
d007,Sales,407766,Yoshinari,Schmittgen,9999-01-01
d007,Sales,407951,Youngkon,Olano,9999-01-01
d007,Sales,407991,Marco,Redmiles,9999-01-01
d007,Sales,408181,Zhigen,Emden,9999-01-01
d007,Sales,408197,Dietrich,Zultner,9999-01-01
d007,Sales,408208,Xuejia,Senzako,9999-01-01
d007,Sales,408216,Shridhar,Acton,9999-01-01
d007,Sales,408474,Rosli,Krohn,9999-01-01
d007,Sales,408247,Tamiya,Stenning,9999-01-01
d007,Sales,408277,Bokyung,Baez,9999-01-01
d007,Sales,408324,Shigehito,Argence,9999-01-01
d007,Sales,408328,Karlis,Melton,9999-01-01
d007,Sales,408339,Yolla,Seiwald,9999-01-01
d007,Sales,408348,Syozo,Zeilberger,9999-01-01
d007,Sales,408721,Moss,Bottner,9999-01-01
d007,Sales,408363,Tsutomu,Gente,9999-01-01
d007,Sales,408536,Kotesh,Saoudi,9999-01-01
d007,Sales,408551,Abdulah,Schiper,9999-01-01
d007,Sales,408771,Chanjung,Munro,9999-01-01
d007,Sales,408608,Hyuncheol,Skafidas,9999-01-01
d007,Sales,408621,Masaru,Jiang,9999-01-01
d007,Sales,408956,Claudi,Zlotek,9999-01-01
d007,Sales,408956,Claudi,Zlotek,9999-01-01
d007,Sales,408959,Richard,Linnainmaa,9999-01-01
d007,Sales,409011,Ramya,Morton,9999-01-01
d007,Sales,408807,Hsiangchu,Tanemo,9999-01-01
d007,Sales,408822,Baziley,Farrag,9999-01-01
d007,Sales,409028,Steve,Hebden,9999-01-01
d007,Sales,409039,Sergi,Smeets,9999-01-01
d007,Sales,408867,Renee,Gente,9999-01-01
d007,Sales,408868,Tuval,Milicic,9999-01-01
d007,Sales,409120,Panayotis,Sifakis,9999-01-01
d007,Sales,409162,Nevio,Narwekar,9999-01-01
d007,Sales,410106,Ger,Mungall,9999-01-01
d007,Sales,409274,Jacqueline,Carrera,9999-01-01
d007,Sales,409303,DeForest,Gulik,9999-01-01
d007,Sales,409385,Jolita,Speel,9999-01-01
d007,Sales,409551,Iara,Stentiford,9999-01-01
d007,Sales,409607,Qiwen,Woycyznski,9999-01-01
d007,Sales,409626,Danny,Picci,9999-01-01
d007,Sales,409767,Maja,Ruther,9999-01-01
d007,Sales,409777,Jenwei,Beerel,9999-01-01
d007,Sales,409841,Dharmaraja,Brodal,9999-01-01
d007,Sales,409841,Dharmaraja,Brodal,9999-01-01
d007,Sales,409983,Yinghua,Bach,9999-01-01
d007,Sales,410011,Lunjin,Selvestrel,9999-01-01
d007,Sales,410117,Fumiyo,Beausoleil,9999-01-01
d007,Sales,410365,Mayuko,Eldridge,9999-01-01
d007,Sales,410255,Somnath,Anguita,9999-01-01
d007,Sales,410265,Alper,Beausoleil,9999-01-01
d007,Sales,410307,Aleksander,Simmen,9999-01-01
d007,Sales,410733,Gill,Passafiume,9999-01-01
d007,Sales,410744,Murthy,Papsdorf,9999-01-01
d007,Sales,410775,Luerbio,Thebaut,9999-01-01
d007,Sales,410966,Juichirou,Cooman,9999-01-01
d007,Sales,410966,Juichirou,Cooman,9999-01-01
d007,Sales,411024,Bowen,Syrzycki,9999-01-01
d007,Sales,410824,Satosi,Warwick,9999-01-01
d007,Sales,410857,Anestis,Lamba,9999-01-01
d007,Sales,411139,Muneo,Sevcikova,9999-01-01
d007,Sales,410890,Mads,Gelosh,9999-01-01
d007,Sales,411377,Arto,Junet,9999-01-01
d007,Sales,411252,Gaetan,Stafford,9999-01-01
d007,Sales,411643,Kankanahalli,Billawala,9999-01-01
d007,Sales,411512,Mats,Cappelli,9999-01-01
d007,Sales,411644,Yonghoan,Collette,9999-01-01
d007,Sales,411962,Tooru,Murillo,9999-01-01
d007,Sales,411834,Fusako,Beetstra,9999-01-01
d007,Sales,411858,Weiye,Baaz,9999-01-01
d007,Sales,411863,Eberhardt,Dratva,9999-01-01
d007,Sales,411990,Luigi,Renear,9999-01-01
d007,Sales,411879,Amstein,Kulisch,9999-01-01
d007,Sales,412012,Mara,Anandan,9999-01-01
d007,Sales,411900,Mari,Wynblatt,9999-01-01
d007,Sales,411905,Basim,Cronin,9999-01-01
d007,Sales,411908,Leaf,Fadgyas,9999-01-01
d007,Sales,412050,Marie,Malabarba,9999-01-01
d007,Sales,412243,Sarita,Gammage,9999-01-01
d007,Sales,412093,Avishai,Engelmann,9999-01-01
d007,Sales,412105,Teiji,Siksek,9999-01-01
d007,Sales,412282,Nitsan,Cromarty,9999-01-01
d007,Sales,412141,Arun,Bernick,9999-01-01
d007,Sales,412295,Bezalel,Scharstein,9999-01-01
d007,Sales,412164,Slavian,Merro,9999-01-01
d007,Sales,412166,Vesna,Hitomi,9999-01-01
d007,Sales,412303,Sanjai,Kusakari,9999-01-01
d007,Sales,412319,Kazuhito,Ibel,9999-01-01
d007,Sales,412520,Moon,Thiran,9999-01-01
d007,Sales,412520,Moon,Thiran,9999-01-01
d007,Sales,412371,Elzbieta,Delgrossi,9999-01-01
d007,Sales,412560,Mari,Barinka,9999-01-01
d007,Sales,412800,Goetz,Peha,9999-01-01
d007,Sales,412702,Tran,Parhami,9999-01-01
d007,Sales,412737,Pantung,Beilner,9999-01-01
d007,Sales,413160,Tadanori,Felcyn,9999-01-01
d007,Sales,412951,Paris,Barriga,9999-01-01
d007,Sales,413001,Nitsan,Monkewich,9999-01-01
d007,Sales,413166,Koldo,Salverda,9999-01-01
d007,Sales,413184,Moon,Asmuth,9999-01-01
d007,Sales,413441,Fumiko,Koshiba,9999-01-01
d007,Sales,413333,Martijn,Spell,9999-01-01
d007,Sales,413642,Elliott,Bergere,9999-01-01
d007,Sales,413496,Naftaly,Acton,9999-01-01
d007,Sales,413501,Visit,Hartvigsen,9999-01-01
d007,Sales,413671,Aral,Moehrke,9999-01-01
d007,Sales,413708,Arnould,Krzyzanowski,9999-01-01
d007,Sales,413624,Rayond,Simmel,9999-01-01
d007,Sales,413919,Shushma,Nergos,9999-01-01
d007,Sales,413774,Jacqueline,Butterworth,9999-01-01
d007,Sales,413791,Jiong,Zaumen,9999-01-01
d007,Sales,413833,Kannan,Krupka,9999-01-01
d007,Sales,413985,Neelam,Coombs,9999-01-01
d007,Sales,413876,Tianruo,Birrer,9999-01-01
d007,Sales,414252,Sedat,Pouyioutas,9999-01-01
d007,Sales,414088,Khun,Marakhovsky,9999-01-01
d007,Sales,414255,Mats,Spelt,9999-01-01
d007,Sales,414131,Taisook,Neiman,9999-01-01
d007,Sales,414269,Jamaludin,Flowers,9999-01-01
d007,Sales,414140,Leucio,Vickson,9999-01-01
d007,Sales,414482,Maya,Baalen,9999-01-01
d007,Sales,414173,Gina,Jonsson,9999-01-01
d007,Sales,414180,Kinh,Dengi,9999-01-01
d007,Sales,414180,Kinh,Dengi,9999-01-01
d007,Sales,414188,Taizo,Juneja,9999-01-01
d007,Sales,414608,Pranjal,Undy,9999-01-01
d007,Sales,414917,Chikara,Delgrange,9999-01-01
d007,Sales,414645,Mingzeng,Boguraev,9999-01-01
d007,Sales,414666,Fai,Alpay,9999-01-01
d007,Sales,414666,Fai,Alpay,9999-01-01
d007,Sales,415029,Masaki,Butner,9999-01-01
d007,Sales,415117,Sudhanshu,Gente,9999-01-01
d007,Sales,414721,Shigeu,Kieras,9999-01-01
d007,Sales,414724,Phuoc,Bottner,9999-01-01
d007,Sales,415134,Conal,Minakawa,9999-01-01
d007,Sales,415152,Jongsuk,Danecki,9999-01-01
d007,Sales,415157,Insup,Ananiadou,9999-01-01
d007,Sales,415206,Takahiro,Heyers,9999-01-01
d007,Sales,415356,Mostafa,Hofting,9999-01-01
d007,Sales,415365,Dipankar,Negoita,9999-01-01
d007,Sales,415375,Xinyu,Sgarro,9999-01-01
d007,Sales,415295,Tran,Katalagarianos,9999-01-01
d007,Sales,415403,Uri,Masand,9999-01-01
d007,Sales,415455,Kiyomitsu,Rosiles,9999-01-01
d007,Sales,415477,Serap,Cronau,9999-01-01
d007,Sales,415458,Dekang,Ponthieu,9999-01-01
d007,Sales,415486,Shahar,Comyn,9999-01-01
d007,Sales,415554,Goh,Panienski,9999-01-01
d007,Sales,415773,Martien,Hartvigsen,9999-01-01
d007,Sales,415800,Otilia,Bratsberg,9999-01-01
d007,Sales,415859,Leon,Gonthier,9999-01-01
d007,Sales,415867,Shuji,Erev,9999-01-01
d007,Sales,416026,Inderjeet,Molenaar,9999-01-01
d007,Sales,416032,Patricio,Schicker,9999-01-01
d007,Sales,416312,Baruch,Petereit,9999-01-01
d007,Sales,416166,Yuriy,Rosenbaum,9999-01-01
d007,Sales,416330,Candida,Pollock,9999-01-01
d007,Sales,416396,Oldrich,Flanders,9999-01-01
d007,Sales,416319,Duro,Chimia,9999-01-01
d007,Sales,416690,Ulf,Mahmud,9999-01-01
d007,Sales,416469,Kristina,Negoita,9999-01-01
d007,Sales,416470,Tzvetan,Katiyar,9999-01-01
d007,Sales,416487,Marsja,Anick,9999-01-01
d007,Sales,416487,Marsja,Anick,9999-01-01
d007,Sales,416606,Salvador,Sadowsky,9999-01-01
d007,Sales,416920,Ekawit,Kossowski,9999-01-01
d007,Sales,416788,Apostol,Hoogerwoord,9999-01-01
d007,Sales,416795,Aksel,Wossner,9999-01-01
d007,Sales,416864,Chiradeep,Shiratori,9999-01-01
d007,Sales,416864,Chiradeep,Shiratori,9999-01-01
d007,Sales,416879,Bluma,Schrooten,9999-01-01
d007,Sales,416880,Shuichi,Felder,9999-01-01
d007,Sales,417039,Chrisa,Feldmann,9999-01-01
d007,Sales,416924,Vishwani,Ambroszkiewicz,9999-01-01
d007,Sales,416948,Reinhard,Peac,9999-01-01
d007,Sales,417090,Takahira,Schaaf,9999-01-01
d007,Sales,417090,Takahira,Schaaf,9999-01-01
d007,Sales,417123,Shao,Ramsak,9999-01-01
d007,Sales,416980,Qunsheng,Meszaros,9999-01-01
d007,Sales,417328,Xinyu,Molenaar,9999-01-01
d007,Sales,417190,Atreyi,Cooman,9999-01-01
d007,Sales,417206,Ramachenga,Crouzet,9999-01-01
d007,Sales,417275,Mohammed,Middleton,9999-01-01
d007,Sales,417376,Leszek,Hertweck,9999-01-01
d007,Sales,417510,Yonghong,Ernst,9999-01-01
d007,Sales,417427,Doohun,Lores,9999-01-01
d007,Sales,417576,Adhemar,Murtagh,9999-01-01
d007,Sales,417586,Qiwen,Leslie,9999-01-01
d007,Sales,417595,Maik,Roccetti,9999-01-01
d007,Sales,417777,Vitali,Picel,9999-01-01
d007,Sales,417633,Aemilian,Cappelletti,9999-01-01
d007,Sales,417663,Muzhong,Stassinopoulos,9999-01-01
d007,Sales,417704,Sajjad,Erdmenger,9999-01-01
d007,Sales,417705,Kousuke,Lammel,9999-01-01
d007,Sales,417807,Uinam,Doering,9999-01-01
d007,Sales,417737,Ortrun,Picaronny,9999-01-01
d007,Sales,417830,Geoff,Androutsos,9999-01-01
d007,Sales,417841,Freyja,Sridhar,9999-01-01
d007,Sales,417914,Brendon,Luck,9999-01-01
d007,Sales,418039,Shuichi,Ramalingam,9999-01-01
d007,Sales,417940,Uri,Assaf,9999-01-01
d007,Sales,418000,Yuichiro,Alpin,9999-01-01
d007,Sales,418019,Kristina,Ecklund,9999-01-01
d007,Sales,418094,Mona,Kolvik,9999-01-01
d007,Sales,418125,Khun,Baar,9999-01-01
d007,Sales,418329,Aiichiro,Eiron,9999-01-01
d007,Sales,418515,Naftali,Chachaty,9999-01-01
d007,Sales,418526,Sajjad,Rubsam,9999-01-01
d007,Sales,418799,Uzi,Kakkar,9999-01-01
d007,Sales,418671,Xiaoshan,Calkin,9999-01-01
d007,Sales,418671,Xiaoshan,Calkin,9999-01-01
d007,Sales,418683,Tsuneo,Lagarias,9999-01-01
d007,Sales,418716,Marke,Linnainmaa,9999-01-01
d007,Sales,418901,Lucien,Kabayashi,9999-01-01
d007,Sales,418835,Oguz,Bruckman,9999-01-01
d007,Sales,418938,Elgin,Vrecion,9999-01-01
d007,Sales,418855,Piyawadee,Granlund,9999-01-01
d007,Sales,418857,Mani,Uehara,9999-01-01
d007,Sales,418870,Garnik,Dulli,9999-01-01
d007,Sales,419065,Arvind,Manderick,9999-01-01
d007,Sales,419157,Visit,Ruemmler,9999-01-01
d007,Sales,419330,Kaijung,Einsfeld,9999-01-01
d007,Sales,419374,Yoshinari,Pollacia,9999-01-01
d007,Sales,419521,Takushi,Furudate,9999-01-01
d007,Sales,419638,Lein,Birsak,9999-01-01
d007,Sales,419669,Florina,Monarch,9999-01-01
d007,Sales,419578,Elgin,Ullian,9999-01-01
d007,Sales,419781,Jordanka,Karnin,9999-01-01
d007,Sales,419818,Sanjoy,Emiris,9999-01-01
d007,Sales,419844,Yefim,Blokdijk,9999-01-01
d007,Sales,419585,Ramachenga,Pezzoli,9999-01-01
d007,Sales,419907,Tayeb,Rajaraman,9999-01-01
d007,Sales,419911,Seongbin,Hofstetter,9999-01-01
d007,Sales,420034,Pascal,Beilner,9999-01-01
d007,Sales,420352,Matk,Krohn,9999-01-01
d007,Sales,419992,Mototsugu,Kenevan,9999-01-01
d007,Sales,420013,Pranav,Syang,9999-01-01
d007,Sales,420013,Pranav,Syang,9999-01-01
d007,Sales,420232,Claudi,Heystek,9999-01-01
d007,Sales,420358,Huei,Ressouche,9999-01-01
d007,Sales,420499,Alenka,Picaronny,9999-01-01
d007,Sales,420509,Dzung,Mahmud,9999-01-01
d007,Sales,420363,Seongbae,Garrabrants,9999-01-01
d007,Sales,420562,Anoosh,Danner,9999-01-01
d007,Sales,420394,Khun,Worfolk,9999-01-01
d007,Sales,421172,Heejo,Danley,9999-01-01
d007,Sales,420622,Susanna,Katzenelson,9999-01-01
d007,Sales,420684,Stein,Percebois,9999-01-01
d007,Sales,420874,Jinya,Hiyoshi,9999-01-01
d007,Sales,420922,Peer,Schwartzburd,9999-01-01
d007,Sales,420951,Moriyoshi,Ventosa,9999-01-01
d007,Sales,421244,Ortrun,Ladret,9999-01-01
d007,Sales,421108,Krister,Gulla,9999-01-01
d007,Sales,421111,Ziva,Benzmuller,9999-01-01
d007,Sales,421122,Danny,Schnelling,9999-01-01
d007,Sales,421251,Fumitaka,Assaf,9999-01-01
d007,Sales,421540,Annemarie,Ranon,9999-01-01
d007,Sales,421319,Ranga,Maccarone,9999-01-01
d007,Sales,421364,Huican,Ramalingam,9999-01-01
d007,Sales,421376,Weijing,Ranon,9999-01-01
d007,Sales,421388,Elzbieta,Bernatsky,9999-01-01
d007,Sales,421654,Claude,Ciolek,9999-01-01
d007,Sales,421697,Marko,Iwayama,9999-01-01
d007,Sales,421697,Marko,Iwayama,9999-01-01
d007,Sales,421698,Flemming,Billawala,9999-01-01
d007,Sales,421570,Shuji,Taubenfeld,9999-01-01
d007,Sales,421930,Chiradeep,Mateescu,9999-01-01
d007,Sales,421775,Gretta,Baak,9999-01-01
d007,Sales,421775,Gretta,Baak,9999-01-01
d007,Sales,421796,Yakkov,Apsitis,9999-01-01
d007,Sales,421948,Marl,Chorvat,9999-01-01
d007,Sales,422057,Mahmut,Shiratori,9999-01-01
d007,Sales,422083,Fusako,Kowalchuk,9999-01-01
d007,Sales,422084,Guenter,Ranai,9999-01-01
d007,Sales,421948,Marl,Chorvat,9999-01-01
d007,Sales,422105,Yongdong,Zykh,9999-01-01
d007,Sales,421956,Kotesh,Hedayat,9999-01-01
d007,Sales,421975,Hyuckchul,Eastman,9999-01-01
d007,Sales,421986,Gritta,Furudate,9999-01-01
d007,Sales,422349,Mani,Straney,9999-01-01
d007,Sales,422156,Chikara,Cardazo,9999-01-01
d007,Sales,422161,Malu,Riefers,9999-01-01
d007,Sales,422246,Francesca,Kusakari,9999-01-01
d007,Sales,422363,Tetsurou,Pramanik,9999-01-01
d007,Sales,422470,Arvin,Androutsos,9999-01-01
d007,Sales,422782,JiYoung,Czaja,9999-01-01
d007,Sales,422506,Patricio,Lambe,9999-01-01
d007,Sales,422542,Bojan,Steenbeek,9999-01-01
d007,Sales,422558,Aris,Negoita,9999-01-01
d007,Sales,422631,Richara,Lorin,9999-01-01
d007,Sales,422641,Padma,Hasham,9999-01-01
d007,Sales,422665,Arunachalam,Edelhoff,9999-01-01
d007,Sales,422782,JiYoung,Czaja,9999-01-01
d007,Sales,422812,Akeno,Pashtan,9999-01-01
d007,Sales,423005,Chenyi,Furedi,9999-01-01
d007,Sales,423032,Yolla,Katiyar,9999-01-01
d007,Sales,423093,Dannz,Kadhim,9999-01-01
d007,Sales,423126,Valeri,Scallan,9999-01-01
d007,Sales,423171,Francesca,Mandell,9999-01-01
d007,Sales,423226,Tadahiro,Szmurlo,9999-01-01
d007,Sales,423243,Gill,Lammel,9999-01-01
d007,Sales,423251,Maia,Zolotykh,9999-01-01
d007,Sales,423338,Chuanti,Rosiles,9999-01-01
d007,Sales,423371,Jamaludin,Qiwen,9999-01-01
d007,Sales,423388,Hiroyasu,Byoun,9999-01-01
d007,Sales,423434,Uta,Shackell,9999-01-01
d007,Sales,423484,Geoffrey,Mersereau,9999-01-01
d007,Sales,423592,Chenxi,Azuma,9999-01-01
d007,Sales,423596,Lokesh,Heystek,9999-01-01
d007,Sales,423702,Parke,Iivonen,9999-01-01
d007,Sales,423720,Barry,Maierhofer,9999-01-01
d007,Sales,423807,Barry,Rikino,9999-01-01
d007,Sales,422938,Shuho,Taneja,9999-01-01
d007,Sales,422979,Kiyokazu,Shihab,9999-01-01
d007,Sales,424037,Sumant,Langford,9999-01-01
d007,Sales,423907,Sanjit,Akaboshi,9999-01-01
d007,Sales,424043,Tetsurou,Gulik,9999-01-01
d007,Sales,424090,Inderjeet,Holburn,9999-01-01
d007,Sales,424192,Boaz,Rosenbaum,9999-01-01
d007,Sales,424230,Irena,Sridhar,9999-01-01
d007,Sales,424252,Shirish,Bernardinello,9999-01-01
d007,Sales,424252,Shirish,Bernardinello,9999-01-01
d007,Sales,424099,Kwangyoen,Strandh,9999-01-01
d007,Sales,424425,Fuqing,Isaac,9999-01-01
d007,Sales,424447,Irene,Miake,9999-01-01
d007,Sales,424467,Udo,Hockney,9999-01-01
d007,Sales,424491,Caolyn,Munoz,9999-01-01
d007,Sales,424298,Francesca,Chinin,9999-01-01
d007,Sales,424563,Rosli,Pileggi,9999-01-01
d007,Sales,424391,Marc,Skogmar,9999-01-01
d007,Sales,424564,Kristina,Stasinski,9999-01-01
d007,Sales,424581,Turgut,Christianini,9999-01-01
d007,Sales,424593,Mohammed,Serra,9999-01-01
d007,Sales,424677,Patricia,Karcich,9999-01-01
d007,Sales,424811,Tomokazu,Reutenauer,9999-01-01
d007,Sales,424995,Jouni,Bale,9999-01-01
d007,Sales,425132,Christoper,Perry,9999-01-01
d007,Sales,425033,Ekawit,Waleschkowski,9999-01-01
d007,Sales,425092,Ebbe,Meszaros,9999-01-01
d007,Sales,425262,Thanasis,Rahier,9999-01-01
d007,Sales,425301,Sangeeta,Gien,9999-01-01
d007,Sales,425328,Theron,Salvesen,9999-01-01
d007,Sales,425462,Keung,Sherertz,9999-01-01
d007,Sales,425359,Jaideep,Marchegay,9999-01-01
d007,Sales,425473,Giao,Cappelli,9999-01-01
d007,Sales,425487,Kellyn,Egerstedt,9999-01-01
d007,Sales,425627,Guadalupe,Sewelson,9999-01-01
d007,Sales,425759,Tiina,Molberg,9999-01-01
d007,Sales,425636,Danco,Picaronny,9999-01-01
d007,Sales,425785,Przemyslawa,Rijsenbrij,9999-01-01
d007,Sales,425806,Aemilian,Limongiello,9999-01-01
d007,Sales,426193,Huiqun,Rattan,9999-01-01
d007,Sales,425860,JoAnna,Bakhtari,9999-01-01
d007,Sales,425871,Weiye,Gimbel,9999-01-01
d007,Sales,425873,Visit,Conti,9999-01-01
d007,Sales,425942,Frazer,Litvinov,9999-01-01
d007,Sales,425986,Rafael,Riefers,9999-01-01
d007,Sales,426010,Utpal,Koblitz,9999-01-01
d007,Sales,426052,Manohar,Morrow,9999-01-01
d007,Sales,426058,Kristin,Sifakis,9999-01-01
d007,Sales,426090,Weiru,Falck,9999-01-01
d007,Sales,426099,Alair,Sherertz,9999-01-01
d007,Sales,426417,Alenka,Cardazo,9999-01-01
d007,Sales,426428,Aloke,Bierbaum,9999-01-01
d007,Sales,426433,Danny,Welham,9999-01-01
d007,Sales,426511,Oddvar,Polupanov,9999-01-01
d007,Sales,426406,Irena,Ritzmann,9999-01-01
d007,Sales,426518,Marek,Turnbull,9999-01-01
d007,Sales,426791,Alair,Irland,9999-01-01
d007,Sales,426570,Tamiya,Koshino,9999-01-01
d007,Sales,426573,Hausi,Gonthier,9999-01-01
d007,Sales,426684,Neven,Sridhar,9999-01-01
d007,Sales,426799,Hatim,Keirsey,9999-01-01
d007,Sales,426994,Zito,Nyanchama,9999-01-01
d007,Sales,426849,Dietrich,Suermann,9999-01-01
d007,Sales,427010,Mingsen,Frolund,9999-01-01
d007,Sales,426928,Kauko,Georgatos,9999-01-01
d007,Sales,427024,Munenori,Niizuma,9999-01-01
d007,Sales,427028,Saddek,Bernardeschi,9999-01-01
d007,Sales,427029,Samphel,Ramalingam,9999-01-01
d007,Sales,427029,Samphel,Ramalingam,9999-01-01
d007,Sales,427091,Udi,Cherinka,9999-01-01
d007,Sales,426948,Stella,Waymire,9999-01-01
d007,Sales,427346,Denis,Kropf,9999-01-01
d007,Sales,427370,Chinho,Slobodova,9999-01-01
d007,Sales,427138,Bernd,Vidya,9999-01-01
d007,Sales,427472,Kristina,Pfau,9999-01-01
d007,Sales,427212,Nitsan,Dulin,9999-01-01
d007,Sales,427219,Chenyi,Iisaka,9999-01-01
d007,Sales,427488,Bingning,Norsworthy,9999-01-01
d007,Sales,427529,Magy,Feldmann,9999-01-01
d007,Sales,427698,Siddarth,Schapire,9999-01-01
d007,Sales,427623,Shaunak,Itschner,9999-01-01
d007,Sales,427698,Siddarth,Schapire,9999-01-01
d007,Sales,427742,Yongdong,Demke,9999-01-01
